artist,song,e_label,v_label,youtube_link
Pharrell Williams,"Happy - From ""Despicable Me 2""",2.0,2.0,https://youtube.com/watch?v=C7dPqrmDWxs
Katy Perry,Dark Horse,1.0,1.0,https://youtube.com/watch?v=0KSOMA3QBU0
ScHoolboy Q,Collard Greens,1.0,1.0,https://youtube.com/watch?v=_L2vJEb6lVE
Iggy Azalea,Fancy,2.0,1.0,https://youtube.com/watch?v=O-zpOMYRi0w
Maroon 5,Animals,2.0,0.0,https://youtube.com/watch?v=qpgTC9MDx1o
Sam Smith,Stay With Me,1.0,0.0,https://youtube.com/watch?v=pB-5XG-DbAA
MAGIC!,Rude,2.0,2.0,https://youtube.com/watch?v=PIh2xe4jnpk
Sia,Chandelier,2.0,1.0,https://youtube.com/watch?v=2vjPBrBU-TM
John Legend,All of Me,0.0,0.0,https://youtube.com/watch?v=450p7goxZqg
ZHU,Faded,1.0,1.0,https://youtube.com/watch?v=CVvJp3d8xGQ
Meghan Trainor,All About That Bass,2.0,2.0,https://youtube.com/watch?v=7PCkvCPvDXk
David Guetta,Lovers on the Sun (feat. Sam Martin),2.0,1.0,https://youtube.com/watch?v=BPiW0tkWfeg
Iggy Azalea,Black Widow,2.0,1.0,https://youtube.com/watch?v=u3u22OYqFGo
Tove Lo,Habits (Stay High),1.0,1.0,https://youtube.com/watch?v=oh2LWWORoiM
Oliver Heldens,Gecko (Overdrive) - Radio Edit,2.0,2.0,https://youtube.com/watch?v=Rt25H3OqT5g
DJ Snake,You Know You Like It,2.0,0.0,https://youtube.com/watch?v=MIuJVYNvC-s
Jason Derulo,Talk Dirty (feat. 2 Chainz),1.0,2.0,https://youtube.com/watch?v=RbtPXFlZlHg
Maroon 5,Maps,2.0,2.0,https://youtube.com/watch?v=Y7ix6RITXM0
David Guetta,Bad (feat. Vassy) - Radio Edit,2.0,1.0,https://youtube.com/watch?v=oC-GflRB0y4
Tinashe,2 On (feat. ScHoolboy Q),1.0,1.0,https://youtube.com/watch?v=-s7TCuCpB5c
Route 94,My Love (feat. Jess Glynne),1.0,2.0,https://youtube.com/watch?v=BS46C2z5lVE
Taylor Swift,Bad Blood,2.0,0.0,https://youtube.com/watch?v=QcIy9NiNbmo
Trey Songz,Na Na,1.0,0.0,https://youtube.com/watch?v=v0Gu_Yh_keE
Calvin Harris,Under Control (feat. Hurts),2.0,1.0,https://youtube.com/watch?v=yZqmarGShxg
O.T. Genasis,CoCo,1.0,0.0,https://youtube.com/watch?v=6vYnas6q3Sg
Jason Derulo,Wiggle (feat. Snoop Dogg),1.0,2.0,https://youtube.com/watch?v=hiP14ED28CA
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,2.0,2.0,https://youtube.com/watch?v=fiore9Z5iUg
Jeremih,Don't Tell 'Em,1.0,1.0,https://youtube.com/watch?v=MqyCoAgiGnI
Nicki Minaj,Anaconda,1.0,1.0,https://youtube.com/watch?v=LDZX4ooRsWs
Calvin Harris,Blame (feat. John Newman),2.0,1.0,https://youtube.com/watch?v=6ACl8s_tBzE
DJ Snake,Turn Down for What,2.0,0.0,https://youtube.com/watch?v=HMUDVMiITOU
Pitbull,Timber (feat. Ke$ha),2.0,2.0,https://youtube.com/watch?v=hHUbLv4ThOo
OneRepublic,Counting Stars,2.0,1.0,https://youtube.com/watch?v=hT_nvWreIhg
Bobby Shmurda,Hot N*gga,1.0,0.0,https://youtube.com/watch?v=vJwKKKd2ZYE
Calvin Harris,Summer,2.0,2.0,https://youtube.com/watch?v=ebXbLfLACGM
ScHoolboy Q,Man Of The Year,2.0,1.0,https://youtube.com/watch?v=rEMsjeq43_U
Nico & Vinz,Am I Wrong,2.0,2.0,https://youtube.com/watch?v=bg1sT4ILG0w
Becky G,Shower,1.0,0.0,https://youtube.com/watch?v=50-_oTkmF5I
Sigma,Nobody To Love - Radio Edit,2.0,0.0,https://youtube.com/watch?v=u30CCr6S1mU
The Chainsmokers,#SELFIE - Original Mix,2.0,1.0,https://youtube.com/watch?v=zBL3ty3rPY0
Lorde,Team,1.0,1.0,https://youtube.com/watch?v=f2JuxM-snGc
Rixton,Me And My Broken Heart,2.0,1.0,https://youtube.com/watch?v=7JJfJgyHYwU
Klingande,Jubel - Radio Edit,1.0,0.0,https://youtube.com/watch?v=0JDjtM10j7w
Mr. Probz,Waves - Robin Schulz Radio Edit,1.0,1.0,https://youtube.com/watch?v=pUjE9H8QlA4
Paloma Faith,Only Love Can Hurt Like This,2.0,0.0,https://youtube.com/watch?v=PaKr9gWqwl4
Kiesza,Hideaway,2.0,0.0,https://youtube.com/watch?v=Vnoz5uBEWOA
Ellie Goulding,Burn,2.0,0.0,https://youtube.com/watch?v=CGyEd0aKWZE
Ariana Grande,Break Free,2.0,0.0,https://youtube.com/watch?v=L8eRzOYhLuw
Kid Ink,Show Me (feat. Chris Brown),1.0,1.0,https://youtube.com/watch?v=xKkb13IU_DE
Tove Lo,Talking Body,2.0,0.0,https://youtube.com/watch?v=AzRyxGBGiAE
Chris Brown,Loyal (feat. Lil Wayne & Tyga),1.0,1.0,https://youtube.com/watch?v=JXRN_LkCa_o
OneRepublic,Love Runs Out,2.0,2.0,https://youtube.com/watch?v=0OWj0CiM8WU
Olly Murs,Up (feat. Demi Lovato),2.0,1.0,https://youtube.com/watch?v=29GWMT0GB6s
Peking Duk,High (feat. Nicole Millar),2.0,1.0,https://youtube.com/watch?v=TNtIA2fgHfg
Milky Chance,Stolen Dance,1.0,2.0,https://youtube.com/watch?v=iX-QaNzd-0Y
Ed Sheeran,Don't,1.0,2.0,https://youtube.com/watch?v=iD2rhdFRehU
Ariana Grande,Love Me Harder,2.0,0.0,https://youtube.com/watch?v=g5qU7p7yOY8
Enrique Iglesias,Bailando - Spanish Version,2.0,2.0,https://youtube.com/watch?v=NUsoVlDFqZg
Avicii,Hey Brother,2.0,1.0,https://youtube.com/watch?v=6Cp6mKbRTQY
Jessie J,Bang Bang,2.0,2.0,https://youtube.com/watch?v=0HDdjwpPM3Y
Duke Dumont,I Got U,2.0,1.0,https://youtube.com/watch?v=FHCYHldJi_g
Gorgon City,Ready For Your Love,2.0,1.0,https://youtube.com/watch?v=8B93tgRxMuE
Taylor Swift,Style,2.0,1.0,https://youtube.com/watch?v=-CmadmM5cOk
MKTO,Classic,2.0,2.0,https://youtube.com/watch?v=4Ba_qTPA4Ds
Disclosure,Latch,2.0,1.0,https://youtube.com/watch?v=93ASUImTedo
Ariana Grande,Problem,2.0,1.0,https://youtube.com/watch?v=iS1g8G_njx8
Charli XCX,Boom Clap,2.0,1.0,https://youtube.com/watch?v=AOPMlIIg_38
One Direction,Steal My Girl,2.0,1.0,https://youtube.com/watch?v=UpsKGvPjAgw
Tiësto,Red Lights,2.0,1.0,https://youtube.com/watch?v=CFF0mV24WCY
Selena Gomez,The Heart Wants What It Wants,2.0,1.0,https://youtube.com/watch?v=ij_0p_6qTss
Rita Ora,I Will Never Let You Down,2.0,2.0,https://youtube.com/watch?v=50GQjUZ4P3M
5 Seconds of Summer,She Looks So Perfect,2.0,1.0,https://youtube.com/watch?v=X2BYmmTI04I
The Script,Superheroes,2.0,1.0,https://youtube.com/watch?v=WIm1GgfRz6M
Taylor Swift,Shake It Off,2.0,2.0,https://youtube.com/watch?v=nfWlot6h_JM
One Direction,Night Changes,1.0,1.0,https://youtube.com/watch?v=btv0vTJetqI
Ed Sheeran,Sing,2.0,2.0,https://youtube.com/watch?v=tlYcUqEPN58
Alesso,Heroes (we could be),2.0,1.0,https://youtube.com/watch?v=a7SouU3ECpU
Tiësto,Wasted,2.0,1.0,https://youtube.com/watch?v=AmEIemQfk34
G.R.L.,Ugly Heart,2.0,1.0,https://youtube.com/watch?v=BxRQNO8vg2Y
Coldplay,A Sky Full of Stars,2.0,0.0,https://youtube.com/watch?v=VPRjCeoBqrI
Clean Bandit,Rather Be (feat. Jess Glynne),1.0,1.0,https://youtube.com/watch?v=m-M1AtrxztU
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2.0,1.0,https://youtube.com/watch?v=i-gyZ35074k
Sia,Elastic Heart,2.0,1.0,https://youtube.com/watch?v=KWZGAExj-es
One Direction,Story of My Life,1.0,0.0,https://youtube.com/watch?v=W-TE_Ys4iwM
Alex & Sierra,Little Do You Know,0.0,1.0,https://youtube.com/watch?v=4bzIpYiPUUo
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),2.0,2.0,https://youtube.com/watch?v=aPxVSCfoYnU
Echosmith,Cool Kids,2.0,2.0,https://youtube.com/watch?v=SSCzDykng4g
Natalie La Rose,Somebody,1.0,2.0,https://youtube.com/watch?v=8zqdo_Umd5c
Vance Joy,Riptide,2.0,1.0,https://youtube.com/watch?v=uJ_1HMAGb4k
Beyoncé,Drunk in Love (feat. Jay-Z),1.0,1.0,https://youtube.com/watch?v=p1JPKLa-Ofc
Maroon 5,Sugar,2.0,2.0,https://youtube.com/watch?v=09R8_2nJtjg
Ella Henderson,Ghost,2.0,1.0,https://youtube.com/watch?v=tA8AfQaUnXM
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.0,0.0,https://youtube.com/watch?v=mllXxyHTzfg
Chris Brown,New Flame (feat. Usher & Rick Ross),1.0,1.0,https://youtube.com/watch?v=HwctEiWLe84
Sheppard,Geronimo,2.0,1.0,https://youtube.com/watch?v=UL_EXAyGCkw
Olly Murs,Wrapped Up (feat. Travie McCoy),2.0,2.0,https://youtube.com/watch?v=niLMQsD9ZG4
Sam Smith,Money On My Mind,2.0,2.0,https://youtube.com/watch?v=K0G9T5Bnjlc
Jason Derulo,Trumpets,2.0,1.0,https://youtube.com/watch?v=oOAfz0H4f00
Nicki Minaj,Bed Of Lies,2.0,0.0,https://youtube.com/watch?v=tkJ_koXPZzs
Nick Jonas,Jealous - Remix,2.0,1.0,https://youtube.com/watch?v=7mHO_oFqQ4o
Mark Ronson,Uptown Funk (feat. Bruno Mars),1.0,2.0,https://youtube.com/watch?v=OPf0YbXqDm0
Ed Sheeran,Thinking out Loud,1.0,1.0,https://youtube.com/watch?v=lp-EO5I60KA
Wiz Khalifa,See You Again (feat. Charlie Puth),1.0,0.0,https://youtube.com/watch?v=RgKAFK5djSk
Justin Bieber,What Do You Mean?,1.0,2.0,https://youtube.com/watch?v=DK_0jXPuIr0
Major Lazer,Lean On (feat. MØ & DJ Snake),2.0,0.0,https://youtube.com/watch?v=YqeW9_5kURI
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",1.0,1.0,https://youtube.com/watch?v=waU75jdUnYw
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",1.0,0.0,https://youtube.com/watch?v=AJtDXIazrMo
Calvin Harris,Outside (feat. Ellie Goulding),2.0,1.0,https://youtube.com/watch?v=J9NQFACZYEU
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2.0,1.0,https://youtube.com/watch?v=uO59tfQ2TbA
Demi Lovato,Cool for the Summer,1.0,0.0,https://youtube.com/watch?v=il9nqWw9W3Y
Taylor Swift,Blank Space,2.0,1.0,https://youtube.com/watch?v=e-ORhEE9VVg
The Weeknd,The Hills,1.0,0.0,https://youtube.com/watch?v=yzTuBuRdAyA
The Neighbourhood,Daddy Issues,1.0,1.0,https://youtube.com/watch?v=vnLAa6_hB9A
Deorro,Five More Hours,2.0,1.0,https://youtube.com/watch?v=j3CaHeakZF4
Avicii,The Nights,2.0,1.0,https://youtube.com/watch?v=UtF6Jej8yb4
DJ Snake,You Know You Like It,2.0,0.0,https://youtube.com/watch?v=MIuJVYNvC-s
Adam Lambert,Ghost Town,2.0,0.0,https://youtube.com/watch?v=Ix8ocFEMa1o
Rae Sremmurd,No Type,1.0,0.0,https://youtube.com/watch?v=wzMrK-aGCug
Taylor Swift,Bad Blood,1.0,0.0,https://youtube.com/watch?v=QcIy9NiNbmo
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),2.0,2.0,https://youtube.com/watch?v=F8Cg572dafQ
Robin Schulz,Sugar (feat. Francesco Yates),2.0,1.0,https://youtube.com/watch?v=bvC_0foemLY
Calvin Harris,How Deep Is Your Love,2.0,1.0,https://youtube.com/watch?v=EgqUJOudrcM
Philip George,Wish You Were Mine - Radio Edit,2.0,1.0,https://youtube.com/watch?v=vNotyNGDkC8
Trey Songz,Na Na,1.0,0.0,https://youtube.com/watch?v=v0Gu_Yh_keE
Fall Out Boy,Centuries,2.0,1.0,https://youtube.com/watch?v=LBr7kECsjcQ
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),1.0,0.0,https://youtube.com/watch?v=J7IMwop3RHs
Lost Frequencies,Are You With Me - Radio Edit,1.0,1.0,https://youtube.com/watch?v=pl0bz2jmfss
Twenty One Pilots,Stressed Out,1.0,1.0,https://youtube.com/watch?v=pXRviuL6vMY
Fifth Harmony,Worth It (feat. Kid Ink),2.0,1.0,https://youtube.com/watch?v=YBHQbu5rbdQ
KALEO,Way down We Go,1.0,0.0,https://youtube.com/watch?v=0-7IHOXkiV8
Sam Smith,Like I Can,1.0,1.0,https://youtube.com/watch?v=xeugznpGKPA
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2.0,2.0,https://youtube.com/watch?v=qDcFryDXQ7U
Martin Solveig,Intoxicated - New Radio Mix,2.0,1.0,https://youtube.com/watch?v=94Rq2TX0wj4
Avicii,Waiting For Love,2.0,1.0,https://youtube.com/watch?v=cHHLHGNpCSA
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),1.0,1.0,https://youtube.com/watch?v=5j1RCys4R0g
Taylor Swift,Wildest Dreams,1.0,1.0,https://youtube.com/watch?v=IdneKLhsWOQ
The Weeknd,In The Night,2.0,1.0,https://youtube.com/watch?v=9CbQl98JEbE
Pitbull,Time of Our Lives,2.0,2.0,https://youtube.com/watch?v=bTXJQ5ql5Fw
Galantis,Runaway (U & I),2.0,1.0,https://youtube.com/watch?v=5XR7naZ_zZA
Rihanna,Bitch Better Have My Money,2.0,1.0,https://youtube.com/watch?v=acoknuTpPOM
Zara Larsson,Lush Life,2.0,2.0,https://youtube.com/watch?v=tD4HCZe-tew
One Direction,Drag Me Down,2.0,1.0,https://youtube.com/watch?v=Jwgf3wmiA04
Travis Scott,Antidote,1.0,0.0,https://youtube.com/watch?v=KnZ8h3MRuYg
Years & Years,King,2.0,1.0,https://youtube.com/watch?v=g_uoH6hJilc
Demi Lovato,Confident,2.0,1.0,https://youtube.com/watch?v=cwLRQn61oUY
Lemaitre,Closer,2.0,1.0,https://youtube.com/watch?v=eS_korRhTDk
Selena Gomez,Same Old Love,1.0,1.0,https://youtube.com/watch?v=9h30Bx4Klxg
Pia Mia,Do It Again,1.0,1.0,https://youtube.com/watch?v=cNw8A5pwbVI
Flo Rida,My House,2.0,2.0,https://youtube.com/watch?v=uo35R9zQsAI
Silentó,Watch Me (Whip / Nae Nae),2.0,2.0,https://youtube.com/watch?v=vjW8wmF5VWc
Chris Brown,Ayo,1.0,2.0,https://youtube.com/watch?v=zKCrSN9oXgQ
The Strumbellas,Spirits,1.0,2.0,https://youtube.com/watch?v=F9kXstb9FF4
Fetty Wap,Trap Queen,2.0,2.0,https://youtube.com/watch?v=i_kF4zLNKio
Tove Lo,Talking Body,2.0,0.0,https://youtube.com/watch?v=AzRyxGBGiAE
Beyoncé,7/11,2.0,1.0,https://youtube.com/watch?v=k4YRWT_Aldo
Lana Del Rey,High By The Beach,1.0,0.0,https://youtube.com/watch?v=QnxpHIl5Ynw
Zara Larsson,Never Forget You,2.0,0.0,https://youtube.com/watch?v=GTyN-DB_v5M
Jeremih,oui,2.0,1.0,https://youtube.com/watch?v=VtcP0PFifpE
Drake,Hotline Bling,1.0,1.0,https://youtube.com/watch?v=uxpDa-c-4Mc
Selena Gomez,Kill Em With Kindness,2.0,1.0,https://youtube.com/watch?v=HHP5MKgK0o8
Birdy,Let It All Go,1.0,0.0,https://youtube.com/watch?v=6u0DGIh3wLA
Fetty Wap,679 (feat. Remy Boyz),2.0,1.0,https://youtube.com/watch?v=Pzz4Z-O7710
Ariana Grande,Love Me Harder,2.0,0.0,https://youtube.com/watch?v=g5qU7p7yOY8
The Weeknd,Can't Feel My Face,2.0,1.0,https://youtube.com/watch?v=KEI4qSrkPAs
SAYGRACE,You Don't Own Me (feat. G-Eazy),1.0,0.0,https://youtube.com/watch?v=8SeRU_ZPDkE
X Ambassadors,Renegades,2.0,1.0,https://youtube.com/watch?v=8j741TUIET0
R. City,Locked Away (feat. Adam Levine),2.0,1.0,https://youtube.com/watch?v=6GUm5g8SG4o
Kygo,Stole the Show,1.0,1.0,https://youtube.com/watch?v=BgfcToAjfdc
Tame Impala,The Less I Know The Better,2.0,2.0,https://youtube.com/watch?v=2SUwOgmvzK4
Selena Gomez,Good For You,2.0,0.0,https://youtube.com/watch?v=1TsVjvEkc4s
Fetty Wap,My Way (feat. Monty),2.0,1.0,https://youtube.com/watch?v=YS-5oD2Y4Wk
Hozier,Take Me To Church,1.0,1.0,https://youtube.com/watch?v=PVjiKRfKpPI
Taylor Swift,Style,2.0,1.0,https://youtube.com/watch?v=-CmadmM5cOk
Alessia Cara,Here,2.0,1.0,https://youtube.com/watch?v=UKp2CrfmVfw
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",0.0,0.0,https://youtube.com/watch?v=8jzDnsjYv9A
David Guetta,Bang My Head (feat. Sia & Fetty Wap),2.0,1.0,https://youtube.com/watch?v=qqjVwAg5fK4
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),1.0,0.0,https://youtube.com/watch?v=ut9ThAbfde0
Big Sean,I Don't Fuck With You,2.0,1.0,https://youtube.com/watch?v=cZaJYDPY-YQ
Kygo,Firestone,1.0,1.0,https://youtube.com/watch?v=9Sc-ir2UwGU
Drake,Jumpman,1.0,1.0,https://youtube.com/watch?v=HRykt5M6xww
Petit Biscuit,Sunset Lover,1.0,0.0,https://youtube.com/watch?v=wuCK-oiE3rM
Shawn Mendes,Stitches,2.0,2.0,https://youtube.com/watch?v=VbfpW0pbvaU
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2.0,2.0,https://youtube.com/watch?v=Tw8mpgccugc
Selena Gomez,The Heart Wants What It Wants,2.0,1.0,https://youtube.com/watch?v=ij_0p_6qTss
Jack Ü,Where Are Ü Now (with Justin Bieber),2.0,0.0,https://youtube.com/watch?v=nntGTK2Fhb0
Ellie Goulding,On My Mind,2.0,2.0,https://youtube.com/watch?v=H202k7KfZL0
Bryson Tiller,Don't,1.0,0.0,https://youtube.com/watch?v=6VkKFYOKgZg
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",1.0,2.0,https://youtube.com/watch?v=bWMw4vE3J8s
Joel Adams,Please Don't Go,2.0,0.0,https://youtube.com/watch?v=S2oxFIsENgM
Zedd,I Want You To Know,2.0,1.0,https://youtube.com/watch?v=X46t8ZFqUB4
Jonas Blue,Fast Car,1.0,1.0,https://youtube.com/watch?v=w37EFJceMSU
BØRNS,Electric Love,2.0,1.0,https://youtube.com/watch?v=RYr96YYEaZY
Sigala,Easy Love,2.0,1.0,https://youtube.com/watch?v=ozx898ADTxM
Justin Bieber,Sorry,2.0,1.0,https://youtube.com/watch?v=fRh_vgS2dFE
Ariana Grande,One Last Time,1.0,0.0,https://youtube.com/watch?v=Wg92RrNhB8s
Little Mix,Black Magic,2.0,2.0,https://youtube.com/watch?v=MkElfR_NPBI
One Direction,Perfect,2.0,1.0,https://youtube.com/watch?v=Ho32Oh6b4jc
Years & Years,Shine,2.0,1.0,https://youtube.com/watch?v=hXTAn4ELEwM
Meghan Trainor,Lips Are Movin,2.0,2.0,https://youtube.com/watch?v=qDc_5zpBj7s
Nicky Jam,El Perdón - Forgiveness,2.0,1.0,https://youtube.com/watch?v=oOyx3yFANXA
The Weeknd,Starboy,1.0,1.0,https://youtube.com/watch?v=34Na4j8AVgA
Drake,One Dance,1.0,1.0,https://youtube.com/watch?v=ki0Ocze98U8
Justin Bieber,Love Yourself,1.0,1.0,https://youtube.com/watch?v=oyEuk8j8imI
The Chainsmokers,Closer,1.0,1.0,https://youtube.com/watch?v=PT2_F-1esPk
Adele,Hello,1.0,0.0,https://youtube.com/watch?v=YQHsXMglC9A
Desiigner,Panda,2.0,0.0,https://youtube.com/watch?v=E5ONTXHS2mM
Burak Yeter,Tuesday (feat. Danelle Sandoval),1.0,2.0,https://youtube.com/watch?v=YPo75pL_maE
Sia,Cheap Thrills (feat. Sean Paul),2.0,2.0,https://youtube.com/watch?v=nYh-n7EOtMA
OneRepublic,Wherever I Go,2.0,1.0,https://youtube.com/watch?v=OXWrjWDQh7Q
Rihanna,Work,1.0,1.0,https://youtube.com/watch?v=HL1UzIK-flA
Coldplay,Hymn for the Weekend,2.0,1.0,https://youtube.com/watch?v=YykjpeuMNEk
Justin Bieber,Sorry,2.0,1.0,https://youtube.com/watch?v=fRh_vgS2dFE
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2.0,2.0,https://youtube.com/watch?v=ru0K8uYEZWw
WILLOW,Wait a Minute!,2.0,2.0,https://youtube.com/watch?v=1Xfdjqa5dfY
Desiigner,Tiimmy Turner,2.0,0.0,https://youtube.com/watch?v=ProbPpO_8oo
G-Eazy,"Me, Myself & I",2.0,1.0,https://youtube.com/watch?v=bSfpSOBD30U
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),2.0,1.0,https://youtube.com/watch?v=MoHnffhBwqs
Astrid S,Hurts So Good,1.0,1.0,https://youtube.com/watch?v=4fqwVBuunxY
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2.0,2.0,https://youtube.com/watch?v=-59jGD4WrmE
Twenty One Pilots,Heathens,1.0,1.0,https://youtube.com/watch?v=UprcpdwuwCg
Future,Low Life (feat. The Weeknd),0.0,0.0,https://youtube.com/watch?v=K_9tX4eHztY
Galantis,No Money,2.0,2.0,https://youtube.com/watch?v=xUVz4nRmxn4
The Chainsmokers,Don't Let Me Down,2.0,1.0,https://youtube.com/watch?v=Io0fBr1XBUA
Tinie Tempah,Girls Like (feat. Zara Larsson),2.0,1.0,https://youtube.com/watch?v=OEiva3cMv6k
Alok,Hear Me Now,1.0,1.0,https://youtube.com/watch?v=JVpTp8IHdEg
Jon Bellion,All Time Low,1.0,1.0,https://youtube.com/watch?v=AXnqkVTFUqY
Cheat Codes,Sex,2.0,0.0,https://youtube.com/watch?v=OORoOGY8D2M
Meghan Trainor,NO,2.0,1.0,https://youtube.com/watch?v=cMTAUr3Nm6I
Dua Lipa,Hotter Than Hell,2.0,1.0,https://youtube.com/watch?v=fEOyePhElr4
Martin Garrix,In the Name of Love,1.0,0.0,https://youtube.com/watch?v=RnBT9uUYb1w
Alan Walker,Faded,1.0,0.0,https://youtube.com/watch?v=60ItHLz5WEA
Tove Lo,Cool Girl,2.0,0.0,https://youtube.com/watch?v=XsFneCExrCQ
DJ Snake,Let Me Love You,2.0,0.0,https://youtube.com/watch?v=euCqAq6BRa4
Calvin Harris,This Is What You Came For (feat. Rihanna),2.0,1.0,https://youtube.com/watch?v=kOkQ4T5WO9E
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2.0,2.0,https://youtube.com/watch?v=foE1mO2yM04
Kevin Gates,2 Phones,2.0,1.0,https://youtube.com/watch?v=oiY_iKSpWLM
Rihanna,Needed Me,0.0,0.0,https://youtube.com/watch?v=wfN4PVaOU5Q
Ariana Grande,Side To Side,2.0,1.0,https://youtube.com/watch?v=SXiSVQZLje8
Marshmello,Alone,2.0,1.0,https://youtube.com/watch?v=ALZHF5UqnU4
Shawn Mendes,I Know What You Did Last Summer,2.0,2.0,https://youtube.com/watch?v=ngORmvyvAaI
Selena Gomez,Same Old Love,1.0,1.0,https://youtube.com/watch?v=9h30Bx4Klxg
Calvin Harris,My Way,2.0,1.0,https://youtube.com/watch?v=b4Bj7Zb-YD4
Fitz and The Tantrums,HandClap,2.0,2.0,https://youtube.com/watch?v=Y2V6yjjPbX0
Twenty One Pilots,Ride,2.0,1.0,https://youtube.com/watch?v=Pw-0pbY9JeU
Flo Rida,My House,2.0,2.0,https://youtube.com/watch?v=uo35R9zQsAI
Ariana Grande,Dangerous Woman,1.0,0.0,https://youtube.com/watch?v=9WbCfHutDSE
Anne-Marie,Alarm,1.0,2.0,https://youtube.com/watch?v=r3RXHOTMmLw
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),1.0,1.0,https://youtube.com/watch?v=3AtDnEC4zak
AlunaGeorge,I'm In Control,2.0,2.0,https://youtube.com/watch?v=NSdcG1e9APE
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),2.0,2.0,https://youtube.com/watch?v=xFutjZEBTXs
MNEK,Never Forget You,2.0,0.0,https://youtube.com/watch?v=GTyN-DB_v5M
Mike Perry,The Ocean (feat. Shy Martin),1.0,0.0,https://youtube.com/watch?v=5JxgDJvqGmM
Drake,Hotline Bling,1.0,1.0,https://youtube.com/watch?v=uxpDa-c-4Mc
Ariana Grande,Into You,2.0,1.0,https://youtube.com/watch?v=1ekZEVeXwek
Shawn Mendes,Treat You Better,2.0,2.0,https://youtube.com/watch?v=lY2yjAdbvdQ
Tory Lanez,Say It,1.0,0.0,https://youtube.com/watch?v=xUq1rZ7mmns
Coldplay,Adventure of a Lifetime,2.0,1.0,https://youtube.com/watch?v=QtXby3twMmI
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,2.0,1.0,https://youtube.com/watch?v=2Y6Nne8RvaA
SAYGRACE,You Don't Own Me (feat. G-Eazy),1.0,0.0,https://youtube.com/watch?v=8SeRU_ZPDkE
X Ambassadors,Renegades,2.0,1.0,https://youtube.com/watch?v=8j741TUIET0
DNCE,Cake By The Ocean,2.0,2.0,https://youtube.com/watch?v=vWaRiD5ym74
99 Souls,The Girl Is Mine,2.0,2.0,https://youtube.com/watch?v=BMaT2nGaEVg
Illy,Papercuts (feat. Vera Blue),1.0,1.0,https://youtube.com/watch?v=hyPkpXZNbK0
Kiiara,Gold,1.0,1.0,https://youtube.com/watch?v=sO9cBXRcBvo
Kygo,Stole the Show,1.0,1.0,https://youtube.com/watch?v=BgfcToAjfdc
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),1.0,1.0,https://youtube.com/watch?v=5GL9JoH4Sws
Drake,Pop Style,1.0,0.0,https://youtube.com/watch?v=HUhrF7-ciiY
ZAYN,PILLOWTALK,2.0,1.0,https://youtube.com/watch?v=C_3d6GntKbk
Alessia Cara,Here,2.0,0.0,https://youtube.com/watch?v=UKp2CrfmVfw
DJ Snake,Middle,2.0,0.0,https://youtube.com/watch?v=IvPT2QuCIOA
Sigala,Sweet Lovin' - Radio Edit,2.0,2.0,https://youtube.com/watch?v=EEUWWqPVkbk
Drake,Jumpman,1.0,1.0,https://youtube.com/watch?v=HRykt5M6xww
Charlie Puth,Dangerously,1.0,0.0,https://youtube.com/watch?v=TBXQu8ORnBQ
Nick Jonas,Close,1.0,1.0,https://youtube.com/watch?v=XgJFqVvb2Ws
Jonas Blue,Perfect Strangers,2.0,2.0,https://youtube.com/watch?v=Ey_hgKCCYU4
Major Lazer,Cold Water (feat. Justin Bieber & MØ),2.0,1.0,https://youtube.com/watch?v=a59gmGkq_pw
The Chainsmokers,Roses,2.0,1.0,https://youtube.com/watch?v=FyASdjZE0R0
Tory Lanez,LUV,1.0,0.0,https://youtube.com/watch?v=P9rFeGAdX0A
